Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	O Antigen(Serotype Prediction)	H Antigen(Serotype Prediction)	ST(Achtman 7 Gene MLST)	ST Complex(Achtman 7 Gene MLST)	Lineage(Achtman 7 Gene MLST)	Subspecies(Achtman 7 Gene MLST)	Status(Assembly stats)	Coverage(Assembly stats)	N50(Assembly stats)	Length(Assembly stats)	Species(Assembly stats)	Contig Number(>=200 bp)(Assembly stats)	Low Quality Bases(Assembly stats)	Version(Assembly stats)	Assembly barcode(Assembly stats)	ST(wgMLST)	ST(cgMLST V1 + HierCC V1)	HC0 (indistinguishable)(cgMLST V1 + HierCC V1)	HC2(cgMLST V1 + HierCC V1)	HC5(cgMLST V1 + HierCC V1)	HC10(cgMLST V1 + HierCC V1)	HC20(cgMLST V1 + HierCC V1)	HC50(cgMLST V1 + HierCC V1)	HC100(cgMLST V1 + HierCC V1)	HC200(cgMLST V1 + HierCC V1)	HC400(cgMLST V1 + HierCC V1)	HC1100 (cgST Cplx)(cgMLST V1 + HierCC V1)	HC1500(cgMLST V1 + HierCC V1)	HC2000(cgMLST V1 + HierCC V1)	HC2350 (subsp.)(cgMLST V1 + HierCC V1)	Clermont Type (ClermonTyping)(Phylotypes)	Clermont Type (EzClermont)(Phylotypes)	fimH (fimTyper)(Phylotypes)	Pathovar(Phylotypes)	Stx1(Phylotypes)	Stx2(Phylotypes)	ipaH(Phylotypes)	pInv(Phylotypes)	ST(Phylotypes)	LT(Phylotypes)	eae(Phylotypes)	rST(rMLST)	Species (rMLST)(rMLST)
ESC_ZA0395AA	FH59	traces-0VPFcCj;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0395AA	O45	H19	350	ST350 Cplx	ND	ND	Assembled	76	130879	5329618	Escherichia coli / Shigella;99.14%	173	16069	4.1	ESC_CC7998AA_AS	221942	193808	193808	193808	193808	193808	193808	68961	68961	68961	30323	175	175	2	1	E	E	fimH142	-	-	-	-	-	-	-	-	85280	Escherichia/Shigella sp.
ESC_AB1016AA	FH60	traces-0wULzpN;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1016AA	O5	H4	93	ST168 Cplx	A	ND	Assembled	85	113915	5053596	Escherichia coli / Shigella;98.26%	147	23863	4.1	ESC_DC5466AA_AS	228119	199457	199457	199457	199457	199457	199457	199457	90952	29550	3609	13	5	2	1	A	A	fimH32	-	-	-	-	-	-	-	-	-138805	ND
ESC_ZA5964AA	FH61	traces-0EYVqdj;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5964AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	80	186201	5183746	Escherichia coli / Shigella;98.85%	128	19573	4.1	ESC_DC3849AA_AS	227185	198577	198577	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_AB1000AA	FH62	traces-0uBBgTo;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1000AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	65	250291	5125719	Escherichia coli / Shigella;100.0%	106	13530	4.1	ESC_DC5454AA_AS	228103	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_ZA2049AA	FH63	traces-0AAEfcg;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2049AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	73	245565	5124851	Escherichia coli / Shigella;100.0%	96	13531	4.1	ESC_CC9878AA_AS	223553	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_ZA5966AA	FH64	traces-0RqxVfA;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5966AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	86	187258	5124030	Escherichia coli / Shigella;100.0%	114	13044	4.1	ESC_DC3851AA_AS	227187	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_ZA5726AA	FH65	traces-0EMZPPD;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-08	2023-06-15	ESC_ZA5726AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	82	204514	5124304	Escherichia coli / Shigella;100.0%	109	13479	4.1	ESC_DC3831AA_AS	226657	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_AB1004AA	FH67	traces-0fBfCpH;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1004AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	102	223713	5164025	Escherichia coli / Shigella;98.55%	113	13329	4.1	ESC_DC5458AA_AS	228115	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_AB1182AA	FH68	traces-0xJxtmj;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1182AA	O119	H4	117	ND	ABD	ND	Assembled	79	172887	5292265	Escherichia coli / Shigella;98.91%	118	32291	4.1	ESC_DC5490AA_AS	228137	193826	193826	193826	193826	193826	193826	193826	193826	50	50	50	50	2	1	G	U/cryptic	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA5956AA	FH69	traces-0pahxWG;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5956AA	O119	H4	117	ND	ABD	ND	Assembled	63	149000	5285143	Escherichia coli / Shigella;98.96%	129	28489	4.1	ESC_DC3841AA_AS	227177	198572	193826	193826	193826	193826	193826	193826	193826	50	50	50	50	2	1	G	U/cryptic	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_RA3412AA	FH7	SRR8733915;ILLUMINA;Paired;;SRX5526681	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104346	SRS4493241	2020-05-01	2020-04-10	ESC_RA3412AA	O111	H4	117	ND	ABD	ND	Assembled	145	145172	5467488	Escherichia coli / Shigella;95.04%	218	40715	4.1	ESC_KB9692AA_AS	153660	136238	136238	136238	136238	29949	29949	29949	29949	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1001AA	FH70	traces-0QJUdpR;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1001AA	O119	H4	117	ND	ABD	ND	Assembled	72	134153	5290987	Escherichia coli / Shigella;98.98%	128	26992	4.1	ESC_DC5455AA_AS	228108	193826	193826	193826	193826	193826	193826	193826	193826	50	50	50	50	2	1	G	U/cryptic	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0396AA	FH71	traces-0CBttms;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0396AA	O119	H4	117	ND	ABD	ND	Assembled	78	163062	5288479	Escherichia coli / Shigella;98.92%	126	25140	4.1	ESC_CC7999AA_AS	221961	193826	193826	193826	193826	193826	193826	193826	193826	50	50	50	50	2	1	G	U/cryptic	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1185AA	FH72	traces-0JHWWGz;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2016				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-16	2023-06-23	ESC_AB1185AA	O119	H4	117	ND	ABD	ND	Assembled	76	171416	5334003	Escherichia coli / Shigella;97.88%	126	24832	4.1	ESC_DC5493AA_AS	228139	193826	193826	193826	193826	193826	193826	193826	193826	50	50	50	50	2	1	G	U/cryptic	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_RA3396AA	FH73	SRR8733899;ILLUMINA;Paired;;SRX5526697	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104360	SRS4493257	2020-05-01	2020-04-10	ESC_RA3396AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	205	268406	5179072	Escherichia coli / Shigella;100.0%	96	9794	4.1	ESC_KB9708AA_AS	153649	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_RA3397AA	FH74	SRR8733900;ILLUMINA;Paired;;SRX5526696	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104361	SRS4493256	2020-05-01	2020-04-10	ESC_RA3397AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	166	314774	5176723	Escherichia coli / Shigella;100.0%	89	11413	4.1	ESC_KB9707AA_AS	153648	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_RA3399AA	FH76	SRR8733902;ILLUMINA;Paired;;SRX5526694	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104363	SRS4493254	2020-05-01	2020-04-10	ESC_RA3399AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	207	244667	5220466	Escherichia coli / Shigella;96.67%	101	11307	4.1	ESC_KB9705AA_AS	153646	136228	136228	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_RA3364AA	FH77	SRR8733867;ILLUMINA;Paired;;SRX5526729	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104364	SRS4493289	2020-05-01	2020-04-10	ESC_RA3364AA	O15	H18	69	ST69 Cplx	D	ND	Assembled	224	244667	5218667	Escherichia coli / Shigella;98.39%	107	11269	4.1	ESC_KB9753AA_AS	153725	136282	136282	136223	136223	136223	136223	1204	46	32	32	32	32	2	1	D	D	fimH27	-	-	-	-	-	-	-	-	2135	Escherichia coli
ESC_RA3404AA	FH78	SRR8733907;ILLUMINA;Paired;;SRX5526689	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104365	SRS4493249	2020-05-01	2020-04-10	ESC_RA3404AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	86	204007	5345827	Escherichia coli / Shigella;96.73%	130	31755	4.1	ESC_KB9700AA_AS	153652	136232	136232	136232	70297	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_AB1289AA	FH79	traces-0VrClRN;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-17	2023-06-24	ESC_AB1289AA	O1	H7	95	ST95 Cplx	B2	ND	Assembled	74	265691	5032449	Escherichia coli / Shigella;98.68%	104	22642	4.1	ESC_DC5514AA_AS	228157	199479	199479	136215	45021	45021	2245	2245	2245	1592	44	44	44	1	1	B2	B2	fimH30	-	-	-	-	-	-	-	-	2178	Escherichia coli
ESC_RA3413AA	FH8	SRR8733916;ILLUMINA;Paired;;SRX5526680	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104347	SRS4493240	2020-05-01	2020-04-10	ESC_RA3413AA	O111	H4	117	ND	ABD	ND	Assembled	136	122870	5468427	Escherichia coli / Shigella;93.67%	218	40941	4.1	ESC_KB9691AA_AS	153662	136238	136238	136238	136238	29949	29949	29949	29949	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_ZA0400AA	FH8	traces-0Xgcsgq;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-07	2023-04-14	ESC_ZA0400AA	O111	H4	117	ND	ABD	ND	Assembled	136	122870	5475128	Escherichia coli / Shigella;93.41%	214	40487	4.1	ESC_CC8003AA_AS	221959	136238	136238	136238	136238	29949	29949	29949	29949	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB0997AA	FH80	traces-0tNIHpN;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0997AA	O1	H7	95	ST95 Cplx	B2	ND	Assembled	78	264165	5029048	Escherichia coli / Shigella;98.81%	108	20595	4.1	ESC_DC5451AA_AS	228100	136215	136215	136215	45021	45021	2245	2245	2245	1592	44	44	44	1	1	B2	B2	fimH30	-	-	-	-	-	-	-	-	2178	Escherichia coli
ESC_RA3401AA	FH81	SRR8733904;ILLUMINA;Paired;;SRX5526692	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104366	SRS4493252	2020-05-01	2020-04-10	ESC_RA3401AA	O1	H7	95	ST95 Cplx	B2	ND	Assembled	123	360259	5036289	Escherichia coli / Shigella;98.61%	111	19762	4.1	ESC_KB9703AA_AS	153653	136215	136215	136215	45021	45021	2245	2245	2245	1592	44	44	44	1	1	B2	B2	fimH30	-	-	-	-	-	-	-	-	2178	Escherichia coli
ESC_RA3372AA	FH82	SRR8733875;ILLUMINA;Paired;;SRX5526721	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104367	SRS4493281	2020-05-01	2020-04-10	ESC_RA3372AA	O1	H7	95	ST95 Cplx	B2	ND	Assembled	253	266324	5037353	Escherichia coli / Shigella;98.53%	104	20346	4.1	ESC_KB9732AA_AS	153625	136215	136215	136215	45021	45021	2245	2245	2245	1592	44	44	44	1	1	B2	B2	fimH30	-	-	-	-	-	-	-	-	2178	Escherichia coli
ESC_RA3366AA	FH83	SRR8733869;ILLUMINA;Paired;;SRX5526727	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104368	SRS4493287	2020-05-01	2020-04-10	ESC_RA3366AA	-	H40	752	ST10 Cplx	A	ND	Assembled	175	156441	5061948	Escherichia coli / Shigella;98.73%	118	14681	4.1	ESC_KB9738AA_AS	153620	136210	136210	136210	136210	136210	136210	136210	1752	1752	13	13	5	2	1	A	A	fimH24	E. coli - EPEC	-	-	-	-	-	-	+	2010	Escherichia coli
ESC_ZA2050AA	FH84	traces-0qqqNRt;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2050AA	-	H40	752	ST10 Cplx	A	ND	Assembled	79	152822	5056710	Escherichia coli / Shigella;97.61%	122	15398	4.1	ESC_CC9879AA_AS	223582	195261	195261	136210	136210	136210	136210	136210	1752	1752	13	13	5	2	1	A	A	fimH24	E. coli - EPEC	-	-	-	-	-	-	+	2010	Escherichia coli
ESC_RA3353AA	FH85	SRR8733856;ILLUMINA;Paired;;SRX5526740	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104369	SRS4493300	2020-05-01	2020-04-10	ESC_RA3353AA	-	H40	752	ST10 Cplx	A	ND	Assembled	135	156441	5062480	Escherichia coli / Shigella;97.6%	124	15259	4.1	ESC_KB9764AA_AS	153722	136210	136210	136210	136210	136210	136210	136210	1752	1752	13	13	5	2	1	A	A	fimH24	E. coli - EPEC	-	-	-	-	-	-	+	2010	Escherichia coli
ESC_ZA5960AA	FH87	traces-0ToutKJ;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5960AA	-	H4	117	ND	ABD	ND	Assembled	77	187966	5049157	Escherichia coli / Shigella;95.35%	129	24940	4.1	ESC_DC3845AA_AS	227180	198573	198573	198573	198573	198573	198573	198573	55674	50	50	50	50	2	1	G	F	fimH97	-	-	-	-	-	-	-	-	1658	Escherichia coli
ESC_AB1018AA	FH88	traces-0jMibic;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1018AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	85	259884	5240569	Escherichia coli / Shigella;98.71%	100	25642	4.1	ESC_DC5468AA_AS	228117	136276	136276	136276	136276	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3355AA	FH89	SRR8733858;ILLUMINA;Paired;;SRX5526738	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104371	SRS4493298	2020-05-01	2020-04-10	ESC_RA3355AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	168	259922	5247463	Escherichia coli / Shigella;100.0%	102	18903	4.1	ESC_KB9762AA_AS	153716	136276	136276	136276	136276	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3406AA	FH9	SRR8733909;ILLUMINA;Paired;;SRX5526687	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2016				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104348	SRS4493247	2020-05-01	2020-04-10	ESC_RA3406AA	O116	H16	1818	ND	AxB1	ND	Assembled	199	82204	5309689	Escherichia coli / Shigella;96.25%	278	90643	4.1	ESC_KB9698AA_AS	153663	136233	136233	136233	136233	136233	136233	136233	136233	136233	3593	3593	5	2	1	A	A	fimH86	-	-	-	-	-	-	-	-	33377	Escherichia/Shigella sp.
ESC_ZA2058AA	FH9	traces-0EkWRlM;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-28	2023-05-05	ESC_ZA2058AA	O116	H16	1818	ND	AxB1	ND	Assembled	199	81849	5310668	Escherichia coli / Shigella;96.82%	286	92262	4.1	ESC_CC9887AA_AS	223559	136233	136233	136233	136233	136233	136233	136233	136233	136233	3593	3593	5	2	1	A	A	fimH86	-	-	-	-	-	-	-	-	33377	Escherichia/Shigella sp.
ESC_ZA5962AA	FH90	traces-0eBscWU;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5962AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	77	216856	5244597	Escherichia coli / Shigella;100.0%	86	20257	4.1	ESC_DC3847AA_AS	227183	136276	136276	136276	136276	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3350AA	FH91	SRR8733853;ILLUMINA;Paired;;SRX5526743	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104372	SRS4493303	2020-05-01	2020-04-10	ESC_RA3350AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	195	259922	5246968	Escherichia coli / Shigella;98.59%	95	17848	4.1	ESC_KB9767AA_AS	153715	136276	136276	136276	136276	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3349AA	FH92	SRR8733852;ILLUMINA;Paired;;SRX5526744	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104373	SRS4493304	2020-05-01	2020-04-10	ESC_RA3349AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	122	259922	5246112	Escherichia coli / Shigella;98.65%	95	18259	4.1	ESC_KB9768AA_AS	153714	136276	136276	136276	136276	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3388AA	FH93	SRR8733891;ILLUMINA;Paired;;SRX5526705	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104374	SRS4493265	2020-05-01	2020-04-10	ESC_RA3388AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	201	264618	5257537	Escherichia coli / Shigella;96.34%	121	28716	4.1	ESC_KB9716AA_AS	153639	136227	136227	136227	136227	136227	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_AB0982AA	FH94	traces-0NszuXI;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB0982AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	65	263168	5250191	Escherichia coli / Shigella;97.64%	105	37632	4.1	ESC_DC5436AA_AS	228082	136227	136227	136227	136227	136227	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_ZA0340AA	FH95	traces-0JZXVDc;ILLUMINA;Paired;;NA	Poultry	Avian	diseased chicken					Oceania	Australia	New South Wales						AusGEM	Escherichia coli													2022-04-06	2023-04-13	ESC_ZA0340AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	83	277818	5253633	Escherichia coli / Shigella;97.44%	105	32690	4.1	ESC_CC7940AA_AS	221889	136227	136227	136227	136227	136227	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3389AA	FH96	SRR8733892;ILLUMINA;Paired;;SRX5526704	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104375	SRS4493264	2020-05-01	2020-04-10	ESC_RA3389AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	159	378212	5280909	Escherichia coli / Shigella;97.44%	107	31455	4.1	ESC_KB9715AA_AS	153644	136227	136227	136227	136227	136227	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_ZA5958AA	FH97	traces-0sIVhJA;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-09	2023-06-16	ESC_ZA5958AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	71	206717	5331310	Escherichia coli / Shigella;98.92%	123	31288	4.1	ESC_DC3843AA_AS	227179	136212	136212	136212	136212	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_AB1020AA	FH98	traces-0EOthja;ILLUMINA;Paired;;NA	Poultry	Avian	broiler chicken	2015				Oceania	Australia							AusGEM	Escherichia coli					APEC								2022-06-15	2023-06-22	ESC_AB1020AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	95	203868	5327450	Escherichia coli / Shigella;98.91%	129	30021	4.1	ESC_DC5470AA_AS	228118	136212	136212	136212	136212	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
ESC_RA3390AA	FH99	SRR8733893;ILLUMINA;Paired;;SRX5526703	Poultry	Poultry	poultry farm; Gallus gallus; extraintestinal site; extraintestinal site	2015				Oceania	Australia							University of Technology Sydney	Escherichia coli								PRJNA526575	SRP188540		SAMN11104376	SRS4493263	2020-05-01	2020-04-10	ESC_RA3390AA	O2	H5	95	ST95 Cplx	B2	ND	Assembled	157	260955	5337596	Escherichia coli / Shigella;97.61%	123	22194	4.1	ESC_KB9714AA_AS	153643	136212	136212	136212	136212	4252	4252	4252	4252	4252	44	44	44	1	1	B2	B2	fimH526	-	-	-	-	-	-	-	-	33339	Escherichia/Shigella sp.
